,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,flags,window,chksum,urgptr,options,payload,payload_raw,payload_hex
63,4,5,0,490,36256,,0,63,6,25616,172.20.10.5,142.250.67.74,0,1651735065.007395,44925,443,3548619254,3236608080,8,0,PA,501,29061,0,3,438,"b'\x17\x03\x03\x01\xb1O\x99\xb4\x82\x8e\xe7jw\xfb\xab\xd2h8\xf9\x0f\xe8\x81&\xc2\xc2(\xc3\xeeI\xe9\xd6\x07\xf6RS\xa0\x9e\x80\xb6;\xd2\x14\xda\x89\x05H\x80m\r\x91\x9e\x1dDb\x0e""<\x01\x10!\x82#z\x94~\x88\x84\xa4\x92\x84e0D\xf0x<\x8fa\xd3\xd5\x1d\xc0r\x95\x00\xde\xfck\xef\xb2\x7f\xc3;\xb1-\x8cV\xdf\xa0E\x07\xe5\x98\x90\x97x\x81\x19+\xd3\xb5\x9d\xba`\xa7PRdF\xb0\xdf\xf1\xab\x1e\xd4;\xf0\xe6h\x05i\xc0~#\xa5\xe3\x90K\xb1&\x0f\xfeR\x97J\xf2\x82\xb6\xf3\xbaZ\xae\xbb\xfcE\xae\xddU^\x84BZ\xfbwl66\n\x84Z%\xfdpB\xb5\'\xa8\xb5K\xe3{\xba\x02\xb3c\xa8v\x11\xad\xe0O&ht4q\xb1/\xc6\xef\x95\xe7\xc01\x9b>b3\x8f\xb2\xa5VWH\x8a\x0ee\xf3\xee5\x84\xaf)\t\x85\xea5\xad\x92\x0b\xeb\xa3)\xee\xa5W$&6\x1a\xc2\x82c\xe7N\x07\xb5)X\xbeL\xacZ\xb60\xae\x89\xd3\x17\xb6GA+1\xbb\xeb\x15r\xe1\xbd(K\x074\xb5?\x99\x18j\x1f\xc9D\xaa\x9a.\xbb\xc7^%\x8f83\xde\xa4\xd4N\xc6:\xac\xad>\xda\xfc\xb5\xf6|\x05E\x06q4\x0b\xb1\xb8tEr\x89k\x112\x00\xf8&\xe5\xab\x1b\xc7\xec\xd0^\xf8\x18\x00\x99T\x19\xed\x1e\xbc}\xb2\x87H1(\xad7\xab=!YI#\xcb\x93\x00Lz4b\x90><]a^\x19\x8d\xbc\x82+\xe7\x14\xd72\xff\x99l\xe0v\xd5 P\xb7\xa6\xc9p\xaba]U\xac|\xa5\xe3\xe5\x10~\xe3\x8c\x1c\x94\xd6\x05\xea\xb47\xcc\xa1\x08N$\xc6\xb9{\x89\xe1O\x06d\x8ed\xd6p\xa7T\x12m\x1c\xecQI\xc2\xcdQ\x81\x16'",b'17030301b14f99b4828ee76a77fbabd26838f90fe88126c2c228c3ee49e9d607f65253a09e80b63bd214da890548806d0d919e1d44620e223c01102182237a947e8884a49284653044f0783c8f61d3d51dc0729500defc6befb27fc33bb12d8c56dfa04507e59890977881192bd3b59dba60a750526446b0dff1ab1ed43bf0e6680569c07e23a5e3904bb1260ffe52974af282b6f3ba5aaebbfc45aedd555e84425afb776c36360a845a25fd7042b527a8b54be37bba02b363a87611ade04f2668743471b12fc6ef95e7c0319b3e62338fb2a55657488a0e65f3ee3584af290985ea35ad920beba329eea5572426361ac28263e74e07b52958be4cac5ab630ae89d317b647412b31bbeb1572e1bd284b0734b53f99186a1fc944aa9a2ebbc75e258f3833dea4d44ec63aacad3edafcb5f67c05450671340bb1b8744572896b113200f826e5ab1bc7ecd05ef81800995419ed1ebc7db287483128ad37ab3d21594923cb93004c7a3462903e3c5d615e198dbc822be714d732ff996ce076d52050b7a6c970ab615d55ac7ca5e3e5107ee38c1c94d605eab437cca1084e24c6b97b89e14f06648e64d670a754126d1cec5149c2cd518116'
64,4,5,128,52,41631,,0,121,6,5703,142.250.67.74,172.20.10.5,0,1651735065.106591,443,48708,2854415349,787868114,8,0,A,283,2423,0,3,0,b'',b''
65,4,5,0,52,29998,,0,57,6,33848,142.250.67.74,172.20.10.5,0,1651735065.200658,443,44925,3236608080,3548619692,8,0,A,331,9058,0,3,0,b'',b''
66,4,5,0,84,6040,,0,64,1,63202,172.20.10.5,172.20.10.1,0,1651735065.267403,,,11,,,,,,63578,,,56,"b'bsz\x19\x00\x04\x14\x04\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a190004140408090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
67,4,5,0,84,63435,,0,64,1,5807,172.20.10.1,172.20.10.5,0,1651735065.274411,,,11,,,,,,91,,,56,"b'bsz\x19\x00\x04\x14\x04\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a190004140408090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
68,4,5,0,119,30200,,0,57,6,33579,142.250.67.74,172.20.10.5,0,1651735065.409730,443,44925,3236608080,3548619692,8,0,PA,331,39471,0,3,67,b'\x17\x03\x03\x00>L\xfe\x0c\xf99\xf0G\x99\x19\x0f\xb5~\xbc\xef\xa0\xc3\x10q\x08;\xe7\xb4\xd7c\\D\x8a\xd5\xb6\xe3\xda\x9aWg\xf6_]\xf6\xe9d\x0f)\xc7\x7f\x8a\x1a\x92\xd2\xd7hI\x95\xfa\tH\x8c\xbf\xd1<\x9b\xd9V',b'170303003e4cfe0cf939f04799190fb57ebcefa0c31071083be7b4d7635c448ad5b6e3da9a5767f65f5df6e9640f29c77f8a1a92d2d7684995fa09488cbfd13c9bd956'
69,4,5,0,100,30201,,0,57,6,33597,142.250.67.74,172.20.10.5,0,1651735065.409730,443,44925,3236608147,3548619692,8,0,PA,331,14471,0,3,48,b'\x17\x03\x03\x00+\xf7d\xb2\xb5\x94\xd3Ke\xf6\xc1l3\xfb_q3\x85u\n?2\xdf\xa3c\x8ac\x01\xf1\xaa\x17`G\x02qD\xf3\x0f=z\xedg\x8e\x03',b'170303002bf764b2b594d34b65f6c16c33fb5f713385750a3f32dfa3638a6301f1aa176047027144f30f3d7aed678e03'
70,4,5,0,52,36257,,0,63,6,26053,172.20.10.5,142.250.67.74,0,1651735065.410804,44925,443,3548619692,3236608147,8,0,A,501,8215,0,3,0,b'',b''
71,4,5,0,52,36258,,0,63,6,26052,172.20.10.5,142.250.67.74,0,1651735065.410871,44925,443,3548619692,3236608195,8,0,A,501,8167,0,3,0,b'',b''
72,4,5,0,100,30565,,0,57,6,33233,142.250.67.74,172.20.10.5,0,1651735065.910034,443,44925,3236608147,3548619692,8,0,PA,331,14003,0,3,48,b'\x17\x03\x03\x00+\xf7d\xb2\xb5\x94\xd3Ke\xf6\xc1l3\xfb_q3\x85u\n?2\xdf\xa3c\x8ac\x01\xf1\xaa\x17`G\x02qD\xf3\x0f=z\xedg\x8e\x03',b'170303002bf764b2b594d34b65f6c16c33fb5f713385750a3f32dfa3638a6301f1aa176047027144f30f3d7aed678e03'
73,4,5,0,64,36259,,0,63,6,26039,172.20.10.5,142.250.67.74,0,1651735065.910938,44925,443,3548619692,3236608195,11,0,A,501,62170,0,6,0,b'',b''
74,4,5,0,84,1910,,0,64,1,1797,172.20.10.5,172.20.10.1,0,1651735066.270298,,,12,,,,,,60804,,,56,"b'bsz\x1a\x00\x04\x1e\xd8\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1a00041ed808090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
75,4,5,0,84,21597,,0,64,1,47645,172.20.10.1,172.20.10.5,0,1651735066.284529,,,12,,,,,,62852,,,56,"b'bsz\x1a\x00\x04\x1e\xd8\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1a00041ed808090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
76,4,5,0,84,8257,,0,64,1,60985,172.20.10.5,172.20.10.1,0,1651735067.271913,,,13,,,,,,59130,,,56,"b'bsz\x1b\x00\x04%`\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1b0004256008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
77,4,5,0,84,2805,,0,64,1,902,172.20.10.1,172.20.10.5,0,1651735067.285695,,,13,,,,,,61178,,,56,"b'bsz\x1b\x00\x04%`\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1b0004256008090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
